        Serial no.                            Change Request #                Target Date  Ready for Promotion                                                                               Attachment                   EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Description  Version Urgency Classification           Weblogic Cluster                                                                                                                                                                  EAR file                                                                       Datasource Team   Requested by                                                                                                                                                       Remarks EAP (PROD)  VH3 CORP                 HKEC          Unnamed: 20          Unnamed: 21          Unnamed: 22          Unnamed: 23          Unnamed: 24                 HKWC          Unnamed: 26          Unnamed: 27          Unnamed: 28          Unnamed: 29          Unnamed: 30          Unnamed: 31          Unnamed: 32                  KCC          Unnamed: 34          Unnamed: 35          Unnamed: 36          Unnamed: 37          Unnamed: 38          Unnamed: 39          Unnamed: 40                  KEC          Unnamed: 42          Unnamed: 43                  KWC          Unnamed: 45          Unnamed: 46          Unnamed: 47          Unnamed: 48                 NTEC          Unnamed: 50          Unnamed: 51          Unnamed: 52          Unnamed: 53          Unnamed: 54          Unnamed: 55                 NTWC          Unnamed: 57          Unnamed: 58          Unnamed: 59          Unnamed: 60 Unnamed: 61 Unnamed: 62
194  PPM2021_07012                               PASSERVICE-19                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0144                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                PASSERVICE-19: [PASSERVICE] Update CMSAF to latest version and enable to write ALS log to file for CLAP  2021-07      BW     Bi-weeking       CmspriCorpPascommPrd                                                                                                                                        CMS_PAS_COMMON_SERVICE_2_1_3 2.1.3                                                                              NaN  CS2   Jeffery CHOI                                                                                                                                            [EAP 12c rollout]  2021-05-26  NaN  NaN  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
195  PPM2021_07013                                   CMSSAM-27                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07013.xlsx                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  CMSSAM-27: [CMSSAM] Target SAM related shared lib to 12C admin server  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  EA1       Paul LUK                                                                                                                                                           NaN 2021-05-27  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
196  PPM2021_07014                    ECONSENT-36, ECONSENT-38                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0205                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                                                      ECONSENT-36: [ECONSENT] Revise default consent form type for procedures\nECONSENT-38: [ECONSENT] To dim "delete" and ''withdraw" records in the consent form list  2021-07      BW     Bi-weeking        CmsmiscCorpMiscaPrd                                                                                                                                        CMS_CMS_ECONSENT_APP_1_1_11 1.1.11                                                                              NaN  CS1    Tin Wu WONG                                                                                                                                            [EAP 12c rollout]  2021-05-27  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
197  PPM2021_07015                                    EDOMS-12                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0189         ..\EAP\Forms\EAP_CmspriCorpNdors_21_07015.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              EDOMS-12: [EDOMS] Migrate to Weblogic 12C  2021-07      BW     Bi-weeking         CmspriCorpNdorsPrd                                                                                                                                                      CMS_EDOMS_APP 1.2.15                                                                              NaN  CS3     Ivan LEUNG                                                                                                           [EAP 12c rollout] All hospital / [2021-7] Promotion 2021-05-27  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
199  PPM2021_07017                                   NURSUM-40                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07017.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   NURSUM-40: [NURSUM] Align to Nursing system (Patient Assessment Form) on adding wound data (change from 4 to 7 sets)  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS4   Charlie CHOW                                                                                                                                                           NaN        NaT  NaN  NaN  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-07-06 00:00:00  2021-06-26 00:00:00  2021-06-18 00:00:00  2021-06-18 00:00:00  2021-06-18 00:00:00  2021-06-23 00:00:00  2021-06-23 00:00:00  2021-06-18 00:00:00  2021-06-18 00:00:00  2021-06-18 00:00:00  2021-06-23 00:00:00  2021-06-17 00:00:00  2021-06-25 00:00:00  2021-06-25 00:00:00  2021-06-25 00:00:00  2021-06-24 00:00:00  2021-06-25 00:00:00  2021-06-26 00:00:00  2021-06-26 00:00:00  2021-06-26 00:00:00  2021-06-25 00:00:00  2021-06-26 00:00:00  2021-06-25 00:00:00  2021-06-26 00:00:00  2021-06-23 00:00:00  2021-06-23 00:00:00  2021-06-23 00:00:00  2021-06-23 00:00:00  2021-06-23 00:00:00         NaN         NaT
200  PPM2021_07018                            AEIS-97, AEIS-98                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07018.xlsx                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                      AEIS-97: [AEIS] Allow Input Vital Sign Data in A&E Clinical Documentation Form using QR Code\nAEIS-98: [AEIS] Allow Input Vital Sign Data in A&E Clinical Documentation Form (Lite) using QR Code  2021-07      BW     Bi-weeking          CmssecCorpAeisPrd                                                                                                                                             CMS_AEIS_AEIS_APP_8_2_0 8.2.0                                                                              NaN  CD2    Billy LEUNG                                                                                                                      [EAP 12c rollout] All hospitals with A&E 2021-05-26  NaN  NaN  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00  2021-06-03 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
201  PPM2021_07019                                    CBNS-511                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07019.xlsx                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          CBNS-511: [CBNS] Handle new waiver type HA medical fee waiver  2021-07      BW     Bi-weeking          CmssecCorpCcssPrd                                                                                                                                              CMS_CMS_CBNS_APP_2_1_0 2.1.0                                                                              NaN  CS4      David MAK                                                                                                                                            [EAP 12c rollout]  2021-05-26  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
202  PPM2021_07020                                  PATLABEL-3                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07020.xlsx                                                      Y                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           PATLABEL-3: [PATLABEL] Print Elderly Home Name in Patient Address of On-demand Patient Label  2021-07      BW     Bi-weeking          CmssecCorpAeisPrd                                                                                                                                         CMS_PATLABEL_PATLABEL_1_1_0 1.1.0                                                                              NaN  CD2    Billy LEUNG                                                                                                                       [EAP 12c rollout] TSH, PWH and QEH only 2021-05-26  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
204  PPM2021_07022                                     AEIS-99                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07022.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    AEIS-99: [AEIS] Update "AEIS Web" Workstation Shortcut after WebLogic 12c Migration  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CD2  Hon Sing CHAN                                                                                                                                        All hospitals with A&E        NaT  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-07-07 00:00:00                  NaN                  NaN                  NaN  2021-06-24 00:00:00  2021-07-07 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-07-07 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
205  PPM2021_07023                                      VTS-16                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0199        ..\EAP\Forms\EAP_CmsmiscCorpMiscg_21_07023.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            VTS-16: [VTS] Technical refreshment - Migrate VTS charting application to WebLogic 12c application server with CMSAF v3.6.0  2021-07      BW     Bi-weeking        CmsmiscCorpMiscgPrd                                                                                                                                          CMS_VTS_CHARTENQ_APP_2_1_0 2.1.0                                                                              NaN  CS5  Ka Cheong MAK                                                                                                [EAP 12c rollout] Please promote before VTS-20 (PPM2021_07024) 2021-05-26  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
206  PPM2021_07024                                      VTS-20                        NaN  2021-05-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0200                                                    NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        VTS-20: [VTS] Setup forwarder entry of VTS charting enquiry function for WebLogic 12c migration  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS5  Ka Cheong MAK                                                                                                                   Please promote after VTS-16 (PPM2021_07023)        NaT  NaN  NaN  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-12 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00  2021-06-11 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
208  PPM2021_07026                   MFHF-14, MFHF-15, MFHF-16                        NaN  2021-05-27 00:00:00                                                      ..\Forms\2021\BW\PPM2021_07026.xlsx                                                    NaN                                                                                                                                                                                                                                                                                                                           MFHF-14: [MFHF] Change walking aids in Nurse Pre-Op Assessment as optional field\nMFHF-15: [MFHF] Allow Charlson Co-Morbidity Index in Doctor Admission Assessment to have Age component only\nMFHF-16: [MFHF] Correct Drug Name in Bone health medication under Doctor Admission Assessment  2021-07      BW     Bi-weeking                        NaN                                                                                                                                                                       NaN                                                                              NaN  CS4      Ken LEUNG                                                                                                                                                           NaN        NaT  NaN  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN         NaT
