        Serial no.          Change Request # Target\nDate  Ready for Promotion                                                                               Attachment             EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                                                                                                                                               Description  Version Urgency Classification     Weblogic Cluster                                                                                                                            EAR file Datasource Team   Requested by                                                          Remarks EAP (PROD)  VH3 CORP HKEC Unnamed: 20 Unnamed: 21 Unnamed: 22 Unnamed: 23 Unnamed: 24 HKWC Unnamed: 26 Unnamed: 27 Unnamed: 28 Unnamed: 29 Unnamed: 30 Unnamed: 31 Unnamed: 32  KCC Unnamed: 34 Unnamed: 35 Unnamed: 36 Unnamed: 37 Unnamed: 38 Unnamed: 39 Unnamed: 40  KEC Unnamed: 42 Unnamed: 43  KWC Unnamed: 45 Unnamed: 46 Unnamed: 47 Unnamed: 48 NTEC Unnamed: 50 Unnamed: 51 Unnamed: 52 Unnamed: 53 Unnamed: 54 Unnamed: 55 NTWC Unnamed: 57 Unnamed: 58 Unnamed: 59 Unnamed: 60 Unnamed: 61 Unnamed: 62
402  PPM2021_14011                   MDS-122          NaN  2021-09-15 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0603                                                Y                                                                                                                                                                                                                      MDS-122: [MDS] Update MDS web service - Concurrent Checking to support for Patient Tagging Framework  2021-14      BW     Bi-weeking    CmstertCorpMdsPrd                                                                                                     CMS_MOE_MDSWEBS_APP_2_0_5 2.0.5        NaN  CS1      Sharan HO                                                [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
403  PPM2021_14012                    CDB-72          NaN  2021-09-15 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0589                                              NaN                                                                                                                                                                                                                                                    CDB-72: [CDB] Create DB replication definition on CDB tables in CMS IP  2021-14      BW     Bi-weeking                  NaN                                                                                                                                 NaN        NaN  CS6   Desmond CHOW                       QEH/ Other hospitals: Until further notice        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
404  PPM2021_14013        PROMIS-4, PROMIS-5          NaN  2021-09-15 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0601     ..\EAP\Forms\EAP_CmssecCorpCnr_21_14013.xlsx  PROMIS-4: [PROMIS] Add a create pathway rule to check if there is already an active patient pathway exist with the same pathway type\nPROMIS-5: [PROMIS] Evaluate “Next task” by discipline and “Days admitted” values. Show “Next task” by discipline, pathway status and “Days admitted” in Clinical pathway worklist.  2021-14      BW     Bi-weeking     CmssecCorpCnrPrd                                                                                                   CMS_PROMIS_PROMIS_APP_1_0_2 1.0.2        NaN  CS4      Ken LEUNG                                          [EAP 12c rollout] [API]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
405  PPM2021_14014                    LRE-16          NaN  2021-09-15 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0605                                              NaN                                                                                                                                                                                                                                                                                           LRE-16: [LRE] Apply CMSAF 3.9.0  2021-14      BW     Bi-weeking   CmstertCorpOrtsPrd                                                                                                         CMS_LRE_LRE_APP_3_0_1 3.0.1        NaN  CS3      Henry LAM                                                [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaT
406  PPM2021_14015                    PNDS-5          NaN  2021-09-15 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0592                                              NaN                                                                                                                                                                                                                                                                 PNDS-5: [PNDS] Add "Draft" watermark to the PNDS Printout  2021-14      BW     Bi-weeking  CmssecCorpPsycisPrd                                                                                                        CMS_PSY_MAIN_APP_4_3_0 4.3.0        NaN  CS6      Albert HO                                                [EAP 12c rollout]        NaT  NaN  NaN  NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaN  NaN         NaN         NaN         NaN         NaN         NaN         NaTEmpty DataFrame
Columns: [Serial no., Change Request #, Target
Date, Ready for Promotion, Attachment, EAP Attachment/
EAP included? (Y/N), Description, Version, Urgency, Classification, Weblogic Cluster, EAR file, Datasource, Team, Requested by, Remarks, EAP (PROD), VH3, CORP, HKEC, Unnamed: 20, Unnamed: 21, Unnamed: 22, Unnamed: 23, Unnamed: 24, HKWC, Unnamed: 26, Unnamed: 27, Unnamed: 28, Unnamed: 29, Unnamed: 30, Unnamed: 31, Unnamed: 32, KCC, Unnamed: 34, Unnamed: 35, Unnamed: 36, Unnamed: 37, Unnamed: 38, Unnamed: 39, Unnamed: 40, KEC, Unnamed: 42, Unnamed: 43, KWC, Unnamed: 45, Unnamed: 46, Unnamed: 47, Unnamed: 48, NTEC, Unnamed: 50, Unnamed: 51, Unnamed: 52, Unnamed: 53, Unnamed: 54, Unnamed: 55, NTWC, Unnamed: 57, Unnamed: 58, Unnamed: 59, Unnamed: 60, Unnamed: 61]
Index: []Empty DataFrame
Columns: [Serial no., Change Request #, Target
Date, Ready for Promotion, Attachment, EAP Attachment/
EAP included? (Y/N), Description, Version, Urgency, Classification, Weblogic Cluster, EAR file, Datasource, Team, Requested by, Remarks, EAP (PROD), VH3, CORP, HKEC, Unnamed: 20, Unnamed: 21, Unnamed: 22, Unnamed: 23, Unnamed: 24, HKWC, Unnamed: 26, Unnamed: 27, Unnamed: 28, Unnamed: 29, Unnamed: 30, Unnamed: 31, Unnamed: 32, KCC, Unnamed: 34, Unnamed: 35, Unnamed: 36, Unnamed: 37, Unnamed: 38, Unnamed: 39, Unnamed: 40, KEC, Unnamed: 42, Unnamed: 43, KWC, Unnamed: 45, Unnamed: 46, Unnamed: 47, Unnamed: 48, NTEC, Unnamed: 50, Unnamed: 51, Unnamed: 52, Unnamed: 53, Unnamed: 54, Unnamed: 55, NTWC, Unnamed: 57, Unnamed: 58, Unnamed: 59, Unnamed: 60, Unnamed: 61]
Index: []
