        Serial no. Change Request #                         Target Date  Ready for Promotion                                                                               Attachment             EAP Attachment/\nEAP included? (Y/N)                                                                                                                                                                                          Description     Version Urgency Classification      Weblogic Cluster                                                                                                                                         EAR file Datasource Team  Requested by                                                                                                                                                                                                                                                                                                                                                  Remarks EAP (PROD)  VH3                 CORP                 HKEC          Unnamed: 20          Unnamed: 21          Unnamed: 22          Unnamed: 23          Unnamed: 24                 HKWC          Unnamed: 26          Unnamed: 27          Unnamed: 28          Unnamed: 29          Unnamed: 30          Unnamed: 31          Unnamed: 32                  KCC          Unnamed: 34          Unnamed: 35          Unnamed: 36          Unnamed: 37          Unnamed: 38          Unnamed: 39          Unnamed: 40                  KEC          Unnamed: 42          Unnamed: 43                  KWC          Unnamed: 45          Unnamed: 46          Unnamed: 47          Unnamed: 48                 NTEC          Unnamed: 50          Unnamed: 51          Unnamed: 52          Unnamed: 53          Unnamed: 54          Unnamed: 55                 NTWC          Unnamed: 57          Unnamed: 58          Unnamed: 59          Unnamed: 60 Unnamed: 61
119  PPM2021_U0110           CAA-20               on 14 Apr 2021 18:30.  2021-04-14 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0110.xlsx                                                Y                                                                                                                        CAA-20: [CAA] Enhance CAAS Lab Result API to receive COVID Mutation Test Data  2021-U0110     Urg         Urgent   CmsmiscCorpMiscjPrd                                                                                                                      CMS_CAA_CAA_APP_2_1_0 2.1.0        NaN  CD2    Kenny TANG                                                                                                                                                                                                                                                                                     [EAP 12c rollout] Please perform EAP promotion on 14 Apr 2021 18:30. 2021-04-14  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
120  PPM2021_U0111           FIG-15                          20-04-2021  2021-04-16 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0172  ..\EAP\Forms\EAP_CmsmiscCorpMiscb_21_U0111.xlsx                                                                                                                  FIG-15: [FIG] Fix the issue to filter unattended appointments in fundus grading PSP  2021-U0111     Urg         Urgent   CmsmiscCorpMiscbPrd                                                                                                                     CMS_FIG_FORM_APP_1_2_1 1.2.1        NaN  CS6    Rice Yeung                                                                                                                                                                                                                [EAP 12c rollout]  PWH, NDH & YCH (on 20-Apr-2021)\nOther hospitals (according to their own schedules before 2021-06 bi-weekly promotion) 2021-04-20  NaN                  NaN  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-05-01 00:00:00  2021-04-20 00:00:00  2021-04-27 00:00:00  2021-04-20 00:00:00  2021-04-28 00:00:00  2021-04-27 00:00:00  2021-04-20 00:00:00  2021-04-21 00:00:00  2021-04-21 00:00:00  2021-04-28 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-05-01 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-28 00:00:00         NaN
121  PPM2021_U0112        OBSCIS-28                          20-04-2021  2021-04-19 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0171                                                Y                                                                                             OBSCIS-28: [OBSCIS] Fix the issue of transaction handling in WebLogic 12C when saving labour information  2021-U0112     Urg         Urgent  CmstertCorpObscisPrd                                                                                                                    CMS_OBSCIS_IP_APP_5_1_1 5.1.1        NaN  CS6    Rice Yeung                                                                                                                                                                                                                                                                                                                            [EAP 12c rollout]  20-04-2021 2021-04-20  NaN                  NaN  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
122  PPM2021_U0113            ADB-5                         19 Apr 2021  2021-04-19 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0173                                                Y                                                                                                                                    ADB-5: [ADB] To fix the issues reported in HKICC production drill  2021-U0113     Urg         Urgent   CmsmiscCorpMiscjPrd  CMS_ACTIONABLE_MAIN_APP_1_2_0 1.2.0, CMS_ACTIONABLE_MSG_RECEIVER_WSS 1.1.0, CMS_ACTIONABLE_MSGMDB_APP 1.1.0, CMS_ACTIONABLE_SCHEDULER_APP 1.1.0        NaN  CS6  Desmond Chow                                                                                                                                                                                                                                                        [EAP 12c rollout] EAP, CORP, NLT(19 Apr 2021), Other Hospitals(Follow regular promotion schedule) 2021-04-19  NaN                  NaN  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-05-01 00:00:00  2021-04-20 00:00:00  2021-04-27 00:00:00  2021-04-20 00:00:00  2021-04-28 00:00:00  2021-04-27 00:00:00  2021-04-20 00:00:00  2021-04-21 00:00:00  2021-04-21 00:00:00  2021-04-28 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-05-01 00:00:00  2021-05-01 00:00:00  2021-05-01 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-20 00:00:00  2021-04-20 00:00:00  2021-04-28 00:00:00         NaN
123  PPM2021_U0114           CAA-21               on 16 Apr 2021 18:30.  2021-04-16 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0114.xlsx                                                Y                                                                                                                CAA-21: [CAA] To Support COVID Mutation Test Result JSON Format with Single Test Only  2021-U0114     Urg         Urgent   CmsmiscCorpMiscjPrd                                                                                                                      CMS_CAA_CAA_APP_2_2_0 2.2.0        NaN  CD2    Kenny TANG                                                                                                                                                                                                                                                                                     [EAP 12c rollout] Please perform EAP promotion on 16 Apr 2021 18:30. 2021-04-16  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
124  PPM2021_U0115    CORPALERT-134         On or before April 26, 2021  2021-04-23 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0115.xlsx                                                Y                                                                                           CORPALERT-134: [CORP ALLERGY] Fix the corporate alert log creation problem for update transaction from ICP  2021-U0115     Urg         Urgent  CmssecCorpAllergyPrd                                                                                                                 CMS_CALLERGY_APP_2_3_5_1 2.3.5.1        NaN  CS1    Ka Fu Wong                                                                                                                                                                                                                                                                                                        [EAP 12c rollout] All/On or before April 26, 2021 2021-04-26  NaN                  NaN  2021-04-26 00:00:00           26/24/2021  2021-04-26 00:00:00           26/24/2021  2021-04-26 00:00:00           26/24/2021  2021-04-26 00:00:00           26/24/2021  2021-04-26 00:00:00           26/24/2021  2021-04-26 00:00:00           26/24/2021  2021-04-26 00:00:00           26/24/2021                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-26 00:00:00  2021-04-26 00:00:00  2021-04-26 00:00:00  2021-04-26 00:00:00  2021-04-26 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
125  PPM2021_U0116          SPIO-18                    on 27-April-2021  2021-04-23 00:00:00                                                     ..\Forms\2021\URG\PPM2021_U0116.xlsx                                                Y                                                       SPIO-18: [CMS - Standard Patient Information Object] Fix an issue that query parameter values for calling RIS service are not properly escaped  2021-U0116     Urg         Urgent      CmsCorpCommonPrd                                                                                                                              cms-app-10.26.2.ear        NaN  EA2     Ricky Yau                                                                                                                                                                                                                                                                                                                                     ALL on 27-April-2021 2021-04-27  NaN                  NaN  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-26 00:00:00  2021-04-26 00:00:00  2021-04-26 00:00:00  2021-04-26 00:00:00  2021-04-26 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
126  PPM2021_U0117      ECONSENT-42                          23-04-2021  2021-04-23 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0177                                              NaN                                                                                 ECONSENT-42: [ECONSENT] Add a control flag for hospital to disable the message on printing consent form after signed  2021-U0117     Urg         Urgent   CmsmiscCorpMiscaPrd                                                                                                                 CMS_CMS_ECONSENT_APP_1_1_9 1.1.9        NaN  CS1   Tin Wu Wong                                                                                                                                                                                                                                                                                                                             [EAP 12c rollout] 23-04-2021 2021-04-23  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
127  PPM2021_U0118            ADB-6            on or before 27 Apr 2021  2021-04-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0183                                                Y                                                                                                                                     ADB-6: [ADB] To handle the non-sequential messages in "Swap Bed"  2021-U0118     Urg         Urgent   CmsmiscCorpMiscjPrd                                         CMS_ACTIONABLE_MAIN_APP_1_3_0 1.3.0, CMS_ACTIONABLE_MSGMDB_APP 1.2.0, CMS_ACTIONABLE_SCHEDULER_APP 1.2.0        NaN  CS6  Desmond Chow                                                                                                                                                                                         [EAP 12c rollout] EAP, CORP, NLT (on or before 27 Apr 2021), Other Hospitals (Follow regular promotion schedule) (Please promote after ADB-5 (PPM2021_U0113))\n  2021-04-27  NaN                  NaN  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00  2021-05-31 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00  2021-04-27 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
128  PPM2021_U0119        IPMOE-230                           on 27 Apr  2021-04-27 00:00:00  https://wfeng-svc/Runtime/Runtime/Form/CMS__Promotion__Form?formnumber=M-ITOCMS-21-0194                                                Y                                                                                              IPMOE-230: [IPMOE] Problem fix of MDS Therapeutic duplication checking for blocking drug administration  2021-U0119     Urg         Urgent       CmsCorpIpmoePrd                                                                                                              CMS_MOE_IPMOE_APP_2_2_15_4 2.2.15.4        NaN  CS6     Eddie Lin                                                                                                                                                                                                                                                                                                 All hospitals which are under IPMOE 11g only (on 27 Apr) 2021-04-27  NaN                  NaN  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN                  NaN  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-30 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00                  NaN  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00  2021-04-28 00:00:00                  NaN                  NaN                  NaN                  NaN                  NaN         NaN
